Description,AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
Shower Kleener 22oz,0.953333,0.29115538879374103,0.0,2.0,12.565533,3.87040292193844,0.0,27.32,300,177,Packaged Grocery
"RAISINS,OG,MINI CARTON",1.0,,1.0,1.0,26.08,,26.08,26.08,1,1,Packaged Grocery
"ESSENTIAL OIL,EUCALYPTUS",3.420837,3.31087974237496,0.0,72.0,9.007945,8.39326641276824,0.0,169.2,2697,282,Body Care
AN LF RASPBRRY VINAGRETT,1.0351350000000001,0.217895229030415,0.0,3.0,13.503810000000001,2.9048944403818195,0.0,40.44,740,228,Packaged Grocery
"PEPPER,BLACK,COARSE,GRIND",0.975917,0.23595876689125697,0.0,2.0,27.482259000000003,7.58407406285339,0.0,61.44,872,263,Refrigerated Grocery
KASHMIR SPINACH S#927111,1.2097280000000001,1.11714887440444,0.0,12.0,13.487378,12.135314824051699,0.0,124.5,1583,256,Packaged Grocery
"FACE MOISTRIZER,MTCHA,OG2",1.848739,1.2304122062373501,0.0,8.0,12.241155000000001,7.96825085005892,0.0,48.56,476,212,Body Care
"SPELT,OG,WHITE,ANGEL",0.778846,0.5639188410656341,0.0,3.0,21.474134,15.521799730712301,0.0,82.17,208,142,Packaged Grocery
Crunch Granola Bar Chocolate Chip,1.038532,0.31561921423955397,0.0,6.0,32.413064,10.2161502029041,0.0,187.2,545,204,Packaged Grocery
"ALL STRS,OG2,W/TOM&CH",1.169265,2.59426559310085,0.0,50.0,24.890155,48.705539553879994,0.0,896.5,449,197,Packaged Grocery
"YOG,OG2,LF,BAN VANILL",1.0600610000000001,0.4756616690727371,0.0,5.0,10.171752,4.35440482170148,0.0,42.2,1615,280,Refrigerated Grocery
SWTR EVAP PALM SUGAR OG1,0.854485,0.46291448768439203,0.0,6.0,18.29861,10.0087300521429,0.0,133.86,914,263,Packaged Grocery
"JERKY STRIPS,SALMON",1.041009,0.24174259882645802,1.0,4.0,18.982870000000002,3.71764331216837,0.0,39.96,317,188,Packaged Grocery
"SEAWD SNAK,CLSC OLV RSTD",1.564042,1.2382433926271499,1.0,14.0,30.086333000000003,22.9713586158995,14.15,198.1,851,262,Packaged Grocery
OG1 EDEN BLACK BEANS,1.310344,1.59164485150844,0.0,20.0,39.189369,45.53762698459471,0.0,556.4,841,244,Packaged Grocery
"NOODLE,RICE",1.0534350000000001,0.35761984756563997,0.0,3.0,11.032748,4.153203222247259,0.0,32.28,131,109,Packaged Grocery
"JUICE,OG2,COCONUT BLEND",2.043715,1.76916549711328,0.0,10.0,29.534971999999996,15.4456314416445,0.0,46.05,183,128,Packaged Grocery
LADYFINGERS,0.392857,0.497347461393438,0.0,1.0,7.356785,9.315171636585529,0.0,18.96,28,16,Vitamins
"EMERGEN-C,ACAI BERRY",1.8,1.2942491669492702,0.0,8.0,13.118483,8.85855788803835,0.0,52.32,310,169,Vitamins
Limited Reserve EXVOO 100PRCNT Organic 500ml,1.01355,0.5732540821696489,0.0,6.0,72.575962,39.256431551550996,0.0,371.82,369,173,Packaged Grocery
OG2 BIOTTA ELDERBERRY JC,0.990909,0.253252405024201,0.0,2.0,28.520545000000002,8.27972918011689,0.0,52.52,110,92,Packaged Grocery
OG2 CASC HRVST BRY BAR,1.0807360000000001,0.614710930157872,0.0,8.0,36.887946,17.665387872436398,0.0,180.3,706,234,Packaged Grocery
"SKIN CARE OIL,SWT ALMOND",2.133225,1.52223388924053,0.0,14.0,17.18147,11.8435201122523,0.0,108.6,1231,264,Body Care
HFK NETTLES EYEBRIGHT,2.257142,1.19663393446335,0.0,6.0,13.749142,7.32434472934513,0.0,36.42,35,34,Vitamins
NATRA SUPER+ TAMPON,4.0913010000000005,3.4304397797631205,0.0,24.0,14.799863,12.3205185374516,0.0,88.8,1391,278,Body Care
AC GRAPESEED OIL,2.720129,1.93634503172555,0.0,24.0,6.2750639999999995,4.3288841827179505,0.0,47.04,1540,271,Body Care
"RICE CAKE,OG,MOCHI SWT",0.845783,0.40566674550726206,0.0,2.0,23.376,11.236613179637,0.0,48.62,415,198,Packaged Grocery
"KID TWISTED FRT,OG,MX",1.322033,0.7409150265165492,1.0,7.0,13.869104,7.67112625883184,10.4,72.8,413,212,Packaged Grocery
"CEREAL,SWTND WHEAT-FULS",1.177793,1.11882569517642,0.0,20.0,35.038938,34.538557848706,0.0,613.8,1423,269,Packaged Grocery
"HRBL COFFEE,OG,ALMD AMART",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Packaged Tea
"CEREAL,OG2,CHOC O'S",0.19928800000000002,0.516996330642013,0.0,5.0,5.925408999999999,15.594981104043901,0.0,154.9,281,106,Packaged Grocery
"BREAD CRUMB,ORIG PANKO",1.07124,0.8605341198045992,0.0,10.0,22.754731,11.065527310901,0.0,86.2,1137,267,Packaged Grocery
OG1 JOVIAL CRSHD TOMATO,1.422554,0.9794528070607209,1.0,12.0,20.500523,13.805764791075301,0.0,147.72,1472,260,Packaged Grocery
"RISOTTO,BUTTERNUT SQU",1.036809,0.26964930475967,0.0,3.0,10.73822,2.57400967897627,0.0,27.24,163,110,Packaged Grocery
"SEASN,OG2,SHRD BEEF,NO.2",1.069767,0.8562195100503841,0.0,6.0,7.876744,5.74840380367837,0.0,39.66,43,36,Packaged Grocery
"SHOWER GEL,ROSEMARY MINT",1.985714,1.2451978149449499,0.0,6.0,8.028141999999999,5.02587227784482,0.0,25.26,70,58,Body Care
"GINGER ALE,PREMIUM",1.0,0.24870800168690302,0.0,2.0,22.059081,5.746198220847191,0.0,45.8,98,83,Packaged Grocery
NAT SECRET ULT CLEANSE,1.314606,0.8738044510017091,0.0,4.0,17.865056,11.8915763848727,0.0,55.8,89,74,Vitamins
OG3 NMS SPELT PRETZELS,1.080717,0.5783650677094101,1.0,12.0,25.921882999999998,13.037676332184699,0.0,269.52,1561,276,Packaged Grocery
"NG VIT E OIL 32,000 IU",2.0342849999999997,1.22250690276272,0.0,8.0,10.864542,6.53145671866434,0.0,43.12,350,193,Body Care
MLN JR COCO GREENS 30 DY,1.0,,1.0,1.0,10.96,,10.96,10.96,1,1,Vitamins
GLEE GUM TRIPLE BERRY,1.032727,0.17824626761230397,1.0,2.0,8.8156,1.7813862968727903,0.0,18.74,275,169,Packaged Grocery
"TEA,OG1,BLACK TEA",0.05,0.219320007803175,0.0,1.0,0.604,3.8187739433461805,0.0,26.79,80,65,Packaged Tea
"CHILE SCE,GOCHJNG SEASME",0.357142,0.483493778415228,0.0,1.0,9.272321,12.795406702985499,0.0,28.57,56,48,Packaged Grocery
MARTIN APPLE CIDER,0.994186,0.0762492851663024,0.0,1.0,25.013604,2.14056281214216,0.0,27.46,172,129,Packaged Grocery
"FRIES,OG,CRNINKLE,SLT&PEP",1.045977,0.243754888409119,0.0,3.0,24.296283,5.71350919212844,0.0,61.41,261,166,Frozen
"GAUZE PADS,2IN X 2IN",2.681818,1.4906331926435101,1.0,6.0,6.160227,3.2325110756380497,2.24,14.76,44,42,Body Care
"MANDARIN ORNGS,OG1,WHOLE",1.412457,12.247720191076901,0.0,517.0,13.672598,118.73574516994199,0.0,5014.9,1782,276,Packaged Grocery
"KEFIR,OG2,LF,MANGO",0.837967,0.473497716180426,0.0,3.0,15.397478,8.79537284933366,0.0,61.89,1043,265,Refrigerated Grocery
"BAR,OG2,SPR,SWT SPIRULINA",0.682692,0.582671909858978,0.0,3.0,30.472146999999996,25.790290656723105,0.0,137.64,312,172,Packaged Grocery
"HENNAGRAY, MEDIUM BROW",1.59322,1.20514191563507,0.0,4.0,7.924237,5.87310444941669,0.0,21.08,59,55,Body Care
"TSTR PSTRY,OG2,FR,BLUEBRY",1.122282,0.46541792946771504,1.0,4.0,30.932418,9.038804258219349,0.0,111.0,368,166,Packaged Grocery
GIO 2CHIC SLEEK SHAMPOO,2.6293330000000004,1.98356217802914,0.0,12.0,11.115625999999999,8.40666018431586,0.0,51.84,750,221,Body Care
"TEA,OG,REDBUSH CHAI",1.0906120000000001,0.500752743220807,0.0,6.0,17.56232,8.038584128647692,0.0,96.3,1534,269,Packaged Tea
BL DMND SMK ALMD NUT THI,1.1326530000000001,0.646417606254546,0.0,8.0,27.346678999999998,14.8342840663554,0.0,195.84,1078,256,Packaged Grocery
"SHOWER GEL,CUCUMBER/MELON",2.738532,2.91022480490056,0.0,20.0,12.89438,13.815423326289801,0.0,96.4,436,207,Body Care
"ESSENTIAL OIL,EUCALYPT",1.884105,1.1643085946935,0.0,8.0,15.571026000000002,9.44973162502156,0.0,70.56,906,260,Body Care
OG2 E.P ORIG HOT CEREAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,30,Packaged Grocery
"TEA,OG3,SEASON HRB SAMPLE",1.025706,0.27687007351163695,1.0,6.0,18.490951000000003,5.20494940607237,0.0,105.9,389,175,Packaged Tea
"HERB TEA,BLK CHERRY B",1.0068489999999999,0.36129920856472203,0.0,3.0,11.780616,4.23587853610675,0.0,31.62,292,170,Packaged Tea
BT CALIFLORA,1.967741,0.9481164122526279,1.0,5.0,14.006773999999998,6.64190654711771,6.9,35.8,31,30,Body Care
"BEANS,OG,RED,SMALL",1.069333,0.468805893874968,0.0,6.0,18.971813,8.26799595614547,0.0,105.84,375,174,Packaged Grocery
ET BRUSH NAIL DELUXE,2.3315599999999996,1.68632480397295,0.0,12.0,4.3522870000000005,3.16485769730183,0.0,23.88,564,221,Body Care
"STEVIA,OG2",0.8530209999999999,0.5688780333672601,0.0,8.0,18.099930999999998,12.336976208780598,0.0,167.6,728,236,Packaged Grocery
"BUBBLE BATH,SOOTHING H",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,18,Body Care
KIDS HAIR CARE ORIG,4.76,3.6546773683413796,1.0,12.0,20.5872,15.7694545244913,4.32,51.84,25,24,Body Care
"SOUP SPOONS,CORN STARCH",0.9870120000000001,0.237386485101543,0.0,2.0,20.591038,5.37857066460291,0.0,43.96,231,159,Packaged Grocery
"BURGER,VEGAN,MTLS,SOY",1.05,0.744600819061351,0.0,5.0,27.3605,18.6680847193441,0.0,125.3,80,69,Frozen
"NUTR SHAKE,OG2,VGN,VANLA",1.249117,1.14025637583216,0.0,18.0,26.426796000000003,22.8894519358848,0.0,341.46,1417,274,Vitamins
"PRO-GEST CRM,PARABEN F",1.4725270000000001,0.934088549322795,0.0,6.0,35.886758,22.6777660298955,0.0,144.96,364,187,Body Care
NATRA REG ULTRA W/WINGS,2.86445,2.0019230975775804,0.0,18.0,8.4084,5.8566098575606595,0.0,53.82,3069,289,Body Care
OG2 MUIR DCD TOM RST GAR,1.234548,0.722964406987672,0.0,7.0,19.299001,11.280179447449601,0.0,109.2,631,195,Packaged Grocery
"YGRT,OG2,LF,STRWBRY,B",1.030347,0.851906679157814,0.0,8.0,9.617327000000001,7.960227023271901,0.0,83.12,1351,275,Refrigerated Grocery
Chocolate Sorbet,0.5861109999999999,0.504383447106107,0.0,2.0,13.963138,12.083307940645001,0.0,42.1,360,202,Frozen
"GRAVY,OG2,RSTD CHICKEN",0.9954540000000001,0.224070424202025,0.0,2.0,10.576409,2.53490127804115,0.0,21.58,220,145,Packaged Grocery
ALBA SEA KELP FACE TONER,2.219178,1.9244099881654098,0.0,10.0,11.406027,9.761183328452448,0.0,46.8,146,111,Body Care
"NIGHT CREAM,PRPL CRRT+C",2.168539,1.5185763642963601,1.0,12.0,23.512059,15.6695168327179,10.34,124.08,267,153,Body Care
"PEDIA SMART,OG,VANILLA",1.069767,0.25776963111323303,1.0,2.0,54.286279,14.517477975785198,42.24,110.32,43,41,Packaged Grocery
OG2 SAMBAZON ACAI FRUIT,1.0431469999999998,0.614221817732775,0.0,6.0,62.33380699999999,39.1785549525025,0.0,384.48,394,208,Frozen
OG2 NP WHOLE O S ECO PAC,1.18351,0.657951904944319,0.0,6.0,41.186861,22.3351827152773,0.0,193.68,376,163,Packaged Grocery
R STAR ACTIVE DRY YEAST,1.060287,0.308254749034459,0.0,3.0,23.900066,6.88097435958537,0.0,69.06,1045,269,Packaged Grocery
Q TONIC WATER,0.2355,0.424684809075019,0.0,1.0,5.859947,10.633091922636801,0.0,29.77,569,199,Packaged Grocery
FISH OIL,2.453928,2.23770895117823,0.0,36.0,36.276469,32.5497093860349,0.0,565.2,1031,263,Vitamins
"ALOE VERA GEL,WHL LEA",2.0134,1.9124691502183202,0.0,11.0,19.142897,19.5656696453015,0.0,93.36,597,235,Packaged Grocery
"SAUCE,OG2,SPCY ARRABBIATA",1.034111,0.846059398103369,0.0,18.0,23.644039000000003,19.473927828494602,0.0,412.74,1114,269,Packaged Grocery
"GORILLA MUNCH,OG2,G/F",1.211502,0.728966119663168,1.0,6.0,37.698014,16.5279713443043,0.0,191.4,539,204,Packaged Grocery
"POP,BANANA CINNAMON,4 PK",0.9212959999999999,0.6162981649163349,0.0,4.0,23.36662,16.1311657666176,0.0,104.88,216,137,Frozen
"BAR,CHOC PEANUT BUTTER,GF",0.9444440000000001,0.235702260395516,0.0,1.0,12.396111,4.567092187130849,0.0,14.39,18,17,Packaged Grocery
"SALAD DRSNG MX,OG,RANCH",0.923076,0.30184892036318606,0.0,2.0,9.799807000000001,3.3898661029115,0.0,22.34,104,82,Packaged Grocery
CS PEACH ICE COOL BREW,0.6444439999999999,0.608857184163142,0.0,2.0,12.089333,12.034841162981,0.0,40.92,45,43,Packaged Tea
"BTR THN CRM CHESE,NON-HYDBTR THN CRM CHESE,NON-HYD",1.0516299999999998,0.430508924290877,1.0,8.0,16.893233,7.132336817572299,0.0,128.4,368,188,Packaged Tea
#4 COFFEE FILTERS,1.918781,1.91647022117487,0.0,36.0,22.783513,24.8483095065307,0.0,955.8,1773,283,Packaged Grocery
"PEPPERS,OG2,ROASTED,R",1.199834,1.2417130153024298,0.0,8.0,36.779207,23.256487033150897,0.0,189.76,1211,252,Packaged Grocery
"TONING REFRSHR,BLSM&LEAF",2.317617,1.3689383920659302,1.0,8.0,12.912109,7.4681659232174695,5.07,42.96,403,181,Body Care
TTT ANTISEPTIC CREAM,2.013793,1.1822575723700501,0.0,6.0,7.352792999999999,4.3675018940368995,0.0,25.08,290,176,Body Care
Wave Jet Rinse Aid,1.032558,0.31602214883697605,0.0,6.0,31.760541999999997,9.18548100814816,0.0,158.94,645,218,Packaged Grocery
"MOIST SHAVE,FRAG FREE",2.320895,1.2029971701092,1.0,9.0,5.437985,2.86073136450302,0.0,19.44,268,160,Body Care
"ALMND BRZ COCNT,VANIL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,80,Packaged Grocery
ACURE CLNSR FACIAL SNSTV,2.640828,2.15845209386299,0.0,34.0,12.219662,9.47973446238243,0.0,117.3,1303,270,Body Care
EDEN GINGER PICKLED,1.99367,2.03941054129919,0.0,6.0,15.00443,15.567830275359,0.0,44.78,158,112,Packaged Grocery
NV PLASTIC WRAP,0.9686950000000001,0.347806771164926,0.0,5.0,25.473808,9.06540636769375,0.0,129.7,575,240,Packaged Grocery
OG2 FD CNLA OIL CKNG SPY,1.003649,0.26346573087554703,0.0,4.0,19.066776,5.2034925445472595,0.0,76.36,822,252,Packaged Grocery
"GRN TEA,OG2,HIBISCUS",0.552529,0.505983170541862,0.0,2.0,10.031827999999999,9.339110645991608,0.0,35.3,257,137,Packaged Tea
3TWN WAFER SAND VAN ICRM,1.005586,0.518532800881521,0.0,6.0,53.940194999999996,26.9662258979143,0.0,294.12,358,166,Frozen
ALMOND-ALOE MOISTURIZE,1.952,1.1419846900278798,0.0,6.0,9.61744,5.8359381455520705,0.0,32.4,125,105,Body Care
"PASTA SCE,MRNRA,GAR BASIL",0.9523799999999999,0.218217890235992,0.0,1.0,18.990476,4.42785554889778,0.0,20.76,21,21,Packaged Grocery
GINKGOLD 60 MG,1.0,0.0,1.0,1.0,12.19,0.0,12.19,12.19,13,13,Vitamins
OLBAS INHALER,1.250608,1.02788837290384,0.0,6.0,28.428369,13.330884735225501,0.0,92.43,411,199,Vitamins
FR MEX CHIPOTLE SAUSAGE,1.050556,0.4324103115054171,0.0,8.0,44.782903999999995,18.2813584638395,0.0,344.64,1167,268,Refrigerated Grocery
OG2 S.O. GROUND NUTMEG,2.703296,1.72724209611583,0.0,12.0,11.62663,7.49655808474275,0.0,53.52,546,217,Packaged Grocery
"CNUT MILK,OG,UNSWTND,ASPT",1.218085,0.74828853883751,0.0,12.0,25.944389,14.947847133658199,0.0,235.0,3196,288,Packaged Grocery
STAIN & ODOR REMOVER,0.9906969999999999,0.167183867509141,0.0,2.0,13.019767,2.28417973208499,0.0,27.56,215,143,Packaged Grocery
"DSP,LIP BALM SUNBLK,SPF25",1.171875,0.995613744254614,0.0,12.0,36.59302,29.8686201098507,0.0,351.24,192,124,Body Care
OG1 JOVIAL BRCE TAGLIATL,1.04769,0.29032642339964504,0.0,4.0,37.621967,10.6532761833029,0.0,141.36,671,221,Packaged Grocery
"WITCH HAZEL,LEMON CLEA",2.656716,2.2074468331393198,0.0,24.0,12.713761,10.2676554911098,0.0,118.56,335,177,Body Care
"HEMPMILK,TEMPT,CHOCOL",1.067307,0.308437293764893,0.0,3.0,30.045415999999996,8.99922032096754,0.0,93.39,312,167,Packaged Grocery
"SHIKAI BRGE DRY, ADULT",2.681871,2.08245402372923,0.0,24.0,17.857064,13.2441175812217,0.0,144.0,855,249,Body Care
"PNUT BTR,CRUNCHY",1.159929,0.6976398809558461,1.0,12.0,47.29782,28.3762153396646,32.82,489.96,569,208,Packaged Grocery
"HERB TEA,OG,MOTHER'S MILK",1.035108,0.23089244562547895,1.0,4.0,18.830956,3.8368880610789002,0.0,70.64,826,256,Packaged Tea
"SOUP,OG,HRTY LNTL & VE",1.102127,0.411111356855964,1.0,4.0,21.501276,8.21687944204175,17.19,84.56,235,141,Packaged Grocery
"BAKER'S COCOA,OG",0.371794,0.51241659084261,0.0,2.0,21.617051,30.4762671176427,0.0,128.92,78,62,Packaged Grocery
"THICKENING SPRAY,ARGAN",2.673469,1.7336898865612,1.0,12.0,11.208571000000001,7.200317719221281,3.45,49.44,98,85,Body Care
AC HELIC PRCS ESS OIL,1.9333330000000002,1.1045123388001101,0.0,6.0,13.894979999999999,7.5173982386954705,0.0,46.62,255,158,Body Care
"BODY LTN,VERY EMOL,OR",2.372023,1.88671476603822,0.0,12.0,20.677321,16.4860801518732,0.0,113.04,336,158,Body Care
"BAR,DK CHOC W/COFFE C",1.196335,0.693591757485817,0.0,12.0,24.069467000000003,13.6085763022465,0.0,266.52,1146,255,Packaged Grocery
"RICE CAKE,OG1,MOCH SW",0.845783,0.40566674550726206,0.0,2.0,23.376,11.236613179637,0.0,48.62,415,198,Packaged Grocery
AMER PAPYA ENZ W/CHL,2.269531,1.08537938383901,0.0,6.0,10.777148,5.21093180420508,0.0,29.94,256,157,Vitamins
"OLIVE OIL,EVERYDAY,EV",1.6769669999999999,2.2131459843915002,0.0,50.0,85.79241400000001,105.948169105812,0.0,2439.5,2071,275,Packaged Grocery
"CLOVES,OG,GROUND,FT",2.25641,1.09347222711461,0.0,4.0,9.662307,4.632772536669401,0.0,16.92,39,36,Packaged Grocery
"ONION RINGS,BEER BATRD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,Frozen
"TEA TREE OIL,100% PUR",2.95301,1.74831697595819,0.0,12.0,15.919706,9.39047927904069,0.0,70.08,681,239,Body Care
A2 MILK WHOLE UHT,0.64375,0.676160776906214,0.0,6.0,11.14775,11.5766064780302,0.0,96.6,160,118,Refrigerated Grocery
"CLIF BAR,OG3,OAT RSN",1.2352940000000001,1.2483765156425801,0.0,40.0,15.126738000000001,15.0553296149266,0.0,498.0,1938,279,Packaged Grocery
NG HEMP MOIST LOTION,2.100746,2.4420472859089397,0.0,24.0,10.153992,11.313536062264301,0.0,105.36,268,163,Body Care
OG1 R.R. CNUT DELIGHT,0.650442,0.54725560045746,0.0,2.0,8.396106,7.11103510935295,0.0,25.98,226,156,Packaged Grocery
"SHAVING GEL,FRAGRANCE FR",2.342541,2.01764773786378,0.0,12.0,7.4475690000000005,6.243235953319019,0.0,31.68,181,136,Body Care
GRANULATED CANE SUGAR,0.604166,0.527092104813306,0.0,5.0,17.938402,15.5667002971117,0.0,136.55,576,200,Packaged Grocery
CRACKER MULTI SEED ROSEMARY OLIVE OIL,1.085324,0.56042381458929,1.0,6.0,22.946023,6.25826884608302,0.0,106.3,586,243,Packaged Grocery
ALBA G&C PORE MINI PEEL,1.116883,1.3762460954008,0.0,6.0,4.70909,5.58616128006433,0.0,25.86,77,66,Body Care
BRON SAL SUDS CLEANSER,1.79555,1.66987573072203,0.0,9.0,56.156504000000005,49.75861579118651,0.0,719.04,944,266,Packaged Grocery
KIDS BUBBLE BATH ORIG,1.72,1.06144555520604,0.0,3.0,7.5296,4.63145358751799,0.0,13.44,25,23,Body Care
"COND,1K ROSES,LEAVE IN",2.574938,1.68991821694469,0.0,12.0,9.370687,8.2537754321977,0.0,57.48,407,156,Body Care
"SUNSHNE PATY,OG2,FALF",1.004694,0.29100479207147306,0.0,3.0,35.371266999999996,10.471364461402,0.0,109.86,426,200,Frozen
"MAC & CHEESE,FAMILY SI",1.159066,1.05080091726206,0.0,25.0,16.293117000000002,14.8120199666521,0.0,353.0,943,251,Packaged Grocery
"OATS,OG1,QUICK COOKING",0.776876,0.45610665208457796,0.0,2.0,10.031105,5.9682839999101995,0.0,27.64,986,265,Packaged Grocery
"SODA,OG2,COLA",1.242948,1.4883068361918699,0.0,40.0,13.33494,13.699484709412301,0.0,339.6,1099,265,Packaged Grocery
"GOAT MLK YGT,OG3,BNA,VAN",0.7758619999999999,0.6551645457601689,0.0,3.0,5.71954,4.92698594871496,0.0,19.83,174,119,Packaged Grocery
NW HERB CAYENNE XTRA HOT,1.916666,0.9003366373785201,1.0,4.0,9.619166,4.457517569094691,4.97,19.88,12,12,Vitamins
DESERT LEM TEA TREE SHAM,2.216589,1.40241239988143,1.0,8.0,9.160414,5.86803087937197,3.35,34.56,217,143,Body Care
"TEMPEH,OG,3-GRAIN & SO",0.986924,0.438376460595539,0.0,6.0,23.03536,9.81084482796867,0.0,123.36,2065,285,Refrigerated Grocery
Professional Strength  1 oz,1.097209,0.505377702063769,0.0,8.0,24.196741,10.7790849034475,0.0,166.32,1111,264,Packaged Grocery
EF WAVE JET RINSE AID,1.032558,0.31602214883697605,0.0,6.0,31.760541999999997,9.18548100814816,0.0,158.94,645,218,Packaged Grocery
"BROTH,OG,VEGETABLE",1.2709979999999999,1.25374234993424,0.0,35.0,32.222287,28.885157324031898,0.0,819.35,1893,274,Packaged Grocery
OG2 SAN J WF TAMARI,0.794186,0.509132320117877,0.0,5.0,19.260365,12.3032150901611,0.0,107.15,2133,281,Packaged Grocery
NATRA CLNSNG MKP REMVR,1.9230759999999998,2.3965787580611098,0.0,6.0,7.32,9.085989214169249,0.0,23.04,13,13,Body Care
ALEXIA CRSPY POTATO PUFF,1.074352,0.40932138882763,0.0,4.0,25.068070000000002,8.80277287199178,0.0,86.88,1197,260,Frozen
OG3 AMYS CANDY BR CRISPY,0.880733,0.5396289987918279,0.0,4.0,8.5,8.551547618218981,0.0,46.0,109,66,Packaged Grocery
"CHEEZECAKE,PUMPKIN SPICE",0.9638549999999999,1.10922718793399,0.0,6.0,32.463975,38.927003635628,0.0,239.76,83,42,Frozen
BACH RESCU REM SLEEP SPY,2.4030299999999998,1.7893614776112698,0.0,15.0,17.713878,12.761811125665,0.0,100.65,330,174,Vitamins
"POTATO CHIPS,HAWAIIAN BBQ",0.294117,0.4696682183138621,0.0,1.0,5.72,9.134111888957788,0.0,19.48,17,16,Packaged Grocery
SAN PEL LIMONATE,1.411733,2.5115392705792403,0.0,105.0,20.565248,30.253563023971,0.0,1221.15,3784,290,Packaged Grocery
OG2 KNUD JCE CRANBERRY,1.012987,0.11396057645963799,1.0,2.0,23.737142000000002,3.00971840663179,22.85,47.28,77,70,Refrigerated Grocery
"FRZ,OG,MUSHROOMS,MIXED",1.093366,0.439581329171159,0.0,5.0,24.221989999999998,9.338795753628071,0.0,107.0,407,184,Frozen
"RISOTTO,OG2,FLORENTIN",0.342857,0.5152183697556489,0.0,3.0,4.171318,6.21253709847922,0.0,31.32,455,176,Packaged Grocery
OG3 AMYS CANDY BR SUNNY,1.0,0.44474958999666103,0.0,4.0,8.955434,8.4824437196623,0.0,46.0,92,49,Packaged Grocery
OG2 TASTY BROWN RICE,1.035555,0.980240313146195,0.0,10.0,14.032176999999999,13.142976739041199,0.0,120.8,450,203,Packaged Grocery
"JUICE,PINEAPPLE CUCUMBER",0.074074,0.26688025634181195,0.0,1.0,0.9055549999999999,3.26378064559555,0.0,12.54,27,23,Refrigerated Grocery
"2CHIC,COND,REPAIR,BLKBRY",2.396969,1.6326800926063898,0.0,12.0,9.904424,6.783672723896871,0.0,51.84,330,168,Body Care
OG2 MACRO BANAN/ALM BTR,1.410347,0.895777696047104,0.0,10.0,27.381296000000003,17.012355308405002,0.0,204.2,1411,262,Packaged Grocery
BRM MIX CORNBREAD GF,1.092667,0.37063945566129497,1.0,5.0,9.055543,3.02584307871063,0.0,36.24,1241,266,Packaged Grocery
"SMART JERKY,TERI,VEGAN",0.755555,0.43461349368017704,0.0,1.0,10.802888000000001,9.77393858971682,0.0,19.92,45,35,Packaged Grocery
OLBAS MASSAGE OIL,2.148275,1.49336371707351,0.0,12.0,9.747931,6.79708869371744,0.0,45.96,580,228,Body Care
"COND,MILD,FOR KIDS ONLY!",2.1578939999999998,1.27880348211313,0.0,6.0,10.976842,6.42878186581218,0.0,30.3,57,54,Body Care
"YOGURT,N/F ICELNDIC,BLBRY",1.297857,0.776505717956858,0.0,8.0,17.485685999999998,10.1656740642248,0.0,110.16,4435,284,Refrigerated Grocery
EGGPLANT CUTLETS,0.6963689999999999,0.474746382626298,0.0,2.0,15.183926999999999,10.3716095914708,0.0,44.96,303,171,Frozen
"TWO BITE SCONES,ORNG CRBY",4.674494,4.93589683262152,0.0,100.0,25.104582999999998,26.3114028369914,0.0,593.0,3960,291,Body Care
"CHOC,OG2,WHITE",1.016184,0.46369766152273,0.0,4.0,22.449085999999998,10.005698328911699,0.0,78.64,865,253,Packaged Grocery
"KEFIR,OG2,LF,BLUEBERR",0.887009,0.505976857986074,0.0,7.0,16.007151,8.86332860610072,0.0,108.36,1478,268,Refrigerated Grocery
"SORBET,CHOCOLATE",0.5861109999999999,0.504383447106107,0.0,2.0,13.963138,12.083307940645001,0.0,42.1,360,202,Frozen
IANS CHKN NUG SKNLS,0.974683,0.20427736695921897,0.0,2.0,37.865569,9.312463001428268,0.0,67.3,237,147,Meat
"Tomatoes (Regular), Cluster (On the Vine), Israeli",2.888888,1.62869362809472,1.0,12.0,8.01971,4.32364001997996,2.38,28.2,207,142,Packaged Grocery
KINN ANGEL FOOD CAKE MIX,1.0,0.18107149208503698,0.0,2.0,15.710322,3.11432279181413,0.0,32.2,62,56,Packaged Grocery
OG2 FARM KRAUT GNGR SHOT,1.082119,0.37196407708472495,0.0,5.0,23.36788,7.6218704106468,0.0,101.45,1717,280,Refrigerated Grocery
